bat_id,meso,conv,meso_rt,pa,diff,name,hand_delta,meso_hand
boudl101,-3.772617811844166,-3.6851593297146863,-4.011001530198943,7020,-0.08745848212947971,Louis Boudreau,-0.6511631618621121,-4.423780973706278
bourm001,0.19484036472288993,0.044553144422418214,1.4417102544384381,5323,0.1502872203004717,Michael Ray Bourn,0.6593800047018559,0.8542203694247458
bowal001,2.6886274959185585,2.4691809979555672,3.449642758909262,9109,0.21944649796299132,Lawrence Robert Bowa,0.028077195613583888,2.7167046915321422
boyec102,-0.14607439254464144,-1.068348010736148,0.3833081106467589,6368,0.9222736181915066,Cletis Leroy Boyer,-1.1957643723229152,-1.3418387648675567
boyek101,2.5821792300004667,3.3619979399693394,3.796809034646286,8272,-0.7798187099688727,Kenton Lloyd Boyer,-1.3019326157936435,1.2802466142068232
bradj001,3.4691988712802257,3.510377445732517,3.554552843282904,4192,-0.04117857445229145,Jackie Bradley Jr.,-1.977658941907462,1.4915399293727638
bradm001,-1.335555395676552,-0.8021084576261445,-0.9976529762529567,4181,-0.5334469380504075,Milton Obelle Bradley,-0.07851682068231224,-1.4140722163588642
bradp001,2.11687777122964,0.9869856744565877,1.9305293694854426,4255,1.1298920967730521,Philip Poole Bradley,-0.6408649172649912,1.4760128539646487
branj101,-3.798990796807692,-2.6811614438961535,-2.1974115891029657,4318,-1.1178293529115386,John George Brandt,-0.02474808870396757,-3.8237388855116596
branm003,-1.3345222261684593,-0.16719555854033052,-2.4527053832712644,6149,-1.1673266676281289,Michael Charles Brantley Jr.,1.3680104138490878,0.033488187680628556
branr001,-1.8693500171892299,-1.2922372879725168,-2.825544193579173,3398,-0.5771127292167131,Russell Oles Branyan,0.8193012690794215,-1.0500487481098084
braur002,1.309235019056357,0.7891439858738608,2.91246316685703,7336,0.5200910331824963,Ryan Joseph Braun,-0.5916422793258546,0.7175927397305025
braus001,1.9095828823227645,1.4826192020700382,2.6125861218854256,4295,0.42696368025272635,Stephen Russell Braun,-1.553186424078968,0.3563964582437966
breas001,0.8418629413882592,0.12549831812257475,0.47524853465440836,3531,0.7163646232656845,Sidney Eugene Bream,0.27751778825993834,1.1193807296481975
brega001,-0.9015767063806539,-1.4811328428351707,-2.343194365877611,5327,0.5795561364545168,Alexander David Bregman,-0.16182932958371643,-1.0634060359643702
